Sampling Distrbution Example,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Probability Mass Function,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sampling Distribution,,,,,,,,,,,,,Central Limit Theorem
,37,6,16,15,10,20,6,20,8,16,12,13,17,11,14,11,13,14,14,9,13,5,17,6,17,17,21,6,5,21,11,10,11,10,6,7,10,11,8,20,13,,37,7,5,16,11,12,14,20,5,18,17,20,9,18,16,12,16,13,19,17,21,20,5,9,18,20,17,21,18,15,14,14,17,5,5,16,16,6,8,11,13,14,26.13076923,5.111826409,,,,,,,,,,,
,38,11,20,18,15,5,13,19,10,5,13,21,7,13,21,9,6,10,18,17,10,16,12,16,5,12,6,14,15,16,21,13,7,6,14,17,10,6,16,15,8,,38,9,20,5,15,18,9,6,20,6,5,10,8,16,21,12,10,12,11,16,14,10,20,14,14,18,16,10,16,11,16,11,21,17,8,18,13,7,6,7,19,13,23.90705128,4.889483744,,,,,,,,,,,
,39,15,8,8,17,14,20,17,18,21,10,12,5,9,6,15,19,12,11,20,6,6,18,20,11,12,11,21,18,13,16,20,12,16,9,20,6,9,18,16,17,,39,6,8,17,8,12,16,17,8,12,11,7,11,21,16,12,5,7,16,13,12,15,9,16,17,17,15,7,10,11,14,13,17,19,13,13,11,18,21,7,16,13,17.92564103,4.233868329,,,,,,,,,,,
,40,13,14,13,7,18,18,10,16,12,7,13,19,11,20,21,12,19,15,9,8,12,15,20,21,13,12,19,15,5,12,8,7,10,16,21,20,6,17,11,12,,40,21,8,10,20,21,9,16,11,17,21,13,21,13,19,15,14,12,10,8,10,9,9,6,8,9,8,7,19,17,16,20,11,7,17,15,9,6,10,5,12,13,24.56346154,4.956153906,,,,,,,,,,,
,41,20,18,10,7,7,7,16,12,15,16,10,8,14,12,17,18,13,10,19,7,17,9,17,6,6,5,18,12,8,11,21,16,18,11,17,16,6,17,7,14,,41,16,19,21,16,17,9,20,5,7,19,19,7,8,15,19,12,15,10,13,8,12,10,15,13,6,9,10,5,8,12,6,14,12,18,20,6,17,5,7,10,12,24.75641026,4.975581399,,,,,,,,,,,
,42,17,17,17,13,21,6,9,10,18,12,18,16,10,12,14,8,11,6,16,16,7,15,20,20,8,10,13,15,7,15,11,14,9,8,12,16,10,10,11,6,,42,17,18,6,16,19,13,14,7,21,20,9,19,5,11,10,5,11,18,20,7,15,20,5,5,21,17,17,18,9,13,10,17,8,14,6,8,13,13,11,7,13,27.53269231,5.247160404,,,,,,,,,,,
,43,20,21,14,20,10,20,14,20,16,12,5,14,7,6,18,13,6,19,13,8,19,8,5,8,15,9,21,5,8,14,13,10,12,12,12,16,21,12,20,19,,43,9,11,11,5,15,21,12,17,18,19,15,13,9,12,10,21,8,21,11,11,16,20,6,11,10,20,19,12,20,16,11,9,9,11,10,21,8,6,19,17,14,23.53846154,4.85164524,,,,,,,,,,,
,44,21,8,8,17,8,9,6,5,18,21,11,12,13,13,21,13,16,21,19,17,19,9,20,7,8,9,6,9,7,5,11,18,7,20,10,12,17,12,8,8,,44,6,20,21,12,16,7,19,20,19,5,7,5,19,7,13,11,6,13,13,18,9,9,18,8,10,8,5,10,15,7,21,14,8,8,17,11,16,7,13,18,12,26.99935897,5.19609074,,,,,,,,,,,
,45,5,5,9,16,12,14,10,8,18,19,7,17,15,10,21,6,14,11,11,21,5,12,17,6,12,10,19,18,12,16,21,5,7,16,10,17,7,5,17,21,,45,7,10,6,12,20,8,16,17,9,11,6,12,14,13,7,18,13,15,18,17,12,12,19,6,19,15,11,12,20,16,8,19,10,9,10,14,13,6,9,14,13,18.35320513,4.28406409,,,,,,,,,,,
,46,14,10,13,14,7,10,10,10,5,18,6,10,12,15,8,13,13,12,17,11,5,15,12,18,12,6,16,20,7,7,8,15,14,14,15,9,7,19,21,9,,46,8,14,5,12,13,17,19,20,20,7,12,10,13,9,13,12,12,8,18,12,14,6,16,14,13,9,5,13,6,12,7,12,8,19,21,16,6,13,9,8,12,19.71730769,4.440417513,,,,,,,,,,,
,47,9,11,7,18,7,14,11,9,10,21,13,11,20,12,18,19,14,21,14,13,7,17,17,13,16,19,11,16,10,19,5,9,10,14,15,8,21,9,15,20,,47,5,10,10,9,6,21,17,8,6,5,13,12,12,11,11,11,14,17,10,14,8,9,5,16,21,6,8,12,20,15,15,6,6,5,13,17,19,18,6,21,12,25.65128205,5.064709474,,,,,,,,,,,
,48,17,14,9,13,18,9,6,19,5,9,10,21,21,8,11,18,15,19,9,21,10,13,8,19,8,15,13,20,10,5,12,10,17,12,5,8,7,12,17,15,,48,10,11,8,7,20,11,19,17,19,5,13,5,8,5,17,6,10,11,19,21,10,12,21,10,13,7,21,5,10,15,12,11,13,17,11,17,6,17,14,17,13,25.23012821,5.022960104,,,,,,,,,,,
,49,18,6,16,6,20,14,6,17,18,11,12,6,10,17,8,5,15,14,15,11,19,9,18,15,6,13,14,7,11,15,13,12,19,19,12,19,7,21,16,10,,49,12,10,19,5,21,19,12,12,14,6,18,19,6,6,20,10,8,7,16,13,10,8,11,15,9,18,13,8,14,7,11,20,13,9,6,8,17,18,9,6,12,23.30192308,4.82720655,,,,,,,,,,,
,50,10,17,11,8,17,21,14,8,9,11,10,21,21,20,8,7,21,19,19,14,8,12,19,12,5,13,8,15,17,9,5,13,6,12,16,16,20,5,9,21,,50,17,10,10,19,8,9,8,10,16,7,15,13,18,9,8,20,16,18,17,21,15,7,12,18,18,12,8,21,18,17,10,18,12,13,16,10,15,7,12,13,14,18.66602564,4.320419614,,,,,,,,,,,
,51,6,18,6,21,5,9,10,5,16,15,9,5,11,9,7,5,10,20,11,6,14,18,11,15,7,9,10,19,14,20,15,17,14,10,19,10,10,16,9,9,,51,6,8,5,7,12,9,13,8,19,15,7,19,14,21,9,20,16,7,18,6,9,18,5,11,10,5,10,20,9,5,14,19,19,14,10,18,20,18,15,17,13,28.03525641,5.294832992,,,,,,,,,,,
,52,12,12,21,12,7,9,13,9,8,16,15,8,21,7,21,11,7,10,20,11,11,17,12,21,11,13,21,16,21,9,7,8,12,9,5,11,21,6,17,17,,52,9,13,20,9,7,5,8,5,13,15,21,12,9,9,16,11,14,11,17,10,10,13,9,20,15,12,9,21,19,16,19,13,5,14,5,17,8,19,15,6,12,23.1275641,4.809112611,,,,,,,,,,,
,53,8,10,19,12,13,6,9,8,21,15,5,20,6,7,15,9,10,10,15,19,21,14,11,15,11,21,16,14,17,17,19,20,11,17,14,18,5,11,16,15,,53,15,19,12,20,10,7,21,13,15,14,7,17,19,14,20,6,7,12,6,5,7,17,20,21,17,12,20,21,10,5,11,12,19,19,19,19,14,10,10,15,14,26.84038462,5.180770658,,,,,,,,,,,
,54,16,8,12,8,5,20,8,10,10,8,9,9,15,10,6,19,19,20,16,7,12,8,13,17,13,6,15,10,18,5,8,11,12,8,7,14,16,11,7,13,,54,10,21,14,20,14,7,9,21,9,17,17,13,8,9,17,8,8,21,17,11,16,5,11,7,21,17,14,5,15,19,19,9,16,21,14,18,8,11,19,18,14,25.36153846,5.036024073,,,,,,,,,,,
,55,20,19,15,21,6,9,17,7,15,21,13,10,8,17,17,14,5,11,17,15,14,15,5,11,14,20,8,18,12,19,5,14,6,16,9,7,13,16,11,17,,55,12,9,19,17,7,20,13,12,18,20,18,11,20,20,11,16,8,10,18,12,10,18,15,14,17,7,5,21,6,6,11,14,18,7,20,19,5,9,10,7,13,26.14102564,5.112829514,,,,,,,,,,,
,56,19,16,17,19,12,8,10,11,11,8,15,13,14,17,10,9,14,13,15,21,14,21,16,14,5,11,9,20,17,19,14,16,16,16,15,15,6,12,11,10,,56,10,16,14,19,9,17,10,9,11,5,16,14,6,9,21,12,19,8,8,11,19,14,17,9,12,18,8,18,17,7,5,9,10,5,19,11,14,5,12,20,12,22.99423077,4.795230002,,,,,,,,,,,
,57,19,11,9,7,20,5,9,10,15,15,12,16,13,17,19,8,15,16,14,8,6,9,20,21,15,6,19,6,18,17,18,18,21,20,14,13,18,7,16,20,,57,18,18,11,10,14,14,11,14,20,17,20,17,7,11,20,12,21,17,13,11,15,14,21,8,15,18,5,14,9,17,15,7,13,18,19,6,8,11,12,9,14,19.67948718,4.436156803,,,,,,,,,,,
